Track,Artist,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Stream
16 Mirrors,Alex G,spotify:track:5reWDqtIJUihfccbvQZx6C,0.564,0.3,2.0,-7.349,0.0887,0.632,0.0022,0.101,0.0487,121.888,87093.0,alex g - 16 mirrors,20616509.0
"16 Waltzes, Op. 39 (1867 version): No. 15 in A-Flat Major",Johannes Brahms,spotify:track:7E2J0A97uGn3LNyCzvSt5M,0.406,0.0062,9.0,-39.131,0.0573,0.996,0.95,0.0664,0.216,79.377,85240.0,"Waltz in A-flat major, Op. 39 No. 15 // BRAHMS",969788.0
"16 Waltzes, Op. 39 (1867 version): No. 3 in G-Sharp Minor",Johannes Brahms,spotify:track:5eqhhghDRfP4hVqBTTxUv5,0.287,0.00703,8.0,-41.696,0.0518,0.995,0.909,0.0997,0.693,124.244,52200.0,Johannes BRAHMS Valse in G sharp minor Op. 39 n° 3 [HD],5532251.0
"16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major",Johannes Brahms,spotify:track:70p8XG5Xgjk7OXnt3R2gIb,0.305,0.00388,9.0,-37.986,0.0434,0.995,0.836,0.0824,0.158,125.698,81800.0,"16 Waltzes, Op. 39 (Version for Piano Duet) : No. 15 in A-Flat Major",10241974.0
"16,437 Días",Reyli Barba,spotify:track:2cYT3MmAIk2x6RC6soJjyA,0.725,0.475,4.0,-7.921,0.0311,0.39,9.74e-06,0.144,0.315,95.98,197143.0,"Reyli Barba - 16,437 Días (Versión Luna [Lyric Video])",18947298.0
17,MK-Julia Michaels,spotify:track:15DwFznkBJir7AK9PyMyRR,0.703,0.832,0.0,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029,196489.0,MK - 17 (Official Video),198276742.0
17 Años,Los Ángeles Azules,spotify:track:1Y372uxsCkKqNclj2ercap,0.738,0.483,0.0,-9.097,0.0526,0.467,0.0,0.086,0.774,90.941,181307.0,Los Ángeles Azules - 17 Años ft. Jay De La Cueva (Live),115376119.0
18,One Direction,spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,0.681,0.582,6.0,-7.76,0.0313,0.22,0.0,0.119,0.221,124.038,248360.0,One Direction - 18 [Official Video],448953769.0
180db_ [130],Aphex Twin,spotify:track:5oKbtirX6EbMMOgD2fMJ6E,0.828,0.61,1.0,-7.305,0.0648,0.00104,0.894,0.0792,0.566,130.064,191467.0,180Db_ [130],8414052.0
187 Gang,LX,spotify:track:3lHuDW8SiPtnIMmaTiDFVe,0.742,0.557,1.0,-8.03,0.334,0.087,0.00358,0.124,0.372,173.957,321851.0,LX feat. GZUZ - Gangster (prod.Trey),29837212.0
19 Dias y 500 Noches,Joaquín Sabina,spotify:track:6V78ktWCGcJIIB5DPJBoPn,0.708,0.67,4.0,-7.619,0.226,0.666,0.0,0.26,0.812,87.327,283867.0,Joaquín Sabina - 19 Dias y 500 Noches (Directo),52031191.0
19 Dias y 500 Noches - En Directo,Joaquín Sabina,spotify:track:3LXFi1Xk9qJsYXYEjDcuVH,0.572,0.899,4.0,-6.485,0.58,0.52,0.0,0.692,0.552,86.472,319053.0,Joaquín Sabina - 19 Dias y 500 Noches (Directo),57326192.0
1901,Phoenix,spotify:track:1Ug5wxoHthwxctyWTUMGta,0.59,0.829,0.0,-5.649,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,193107.0,Phoenix - 1901(Official Video),266657553.0
1917,Thomas Newman,spotify:track:6TsRPIdwASJBXanGhftVjc,0.0814,0.0155,7.0,-33.085,0.044,0.945,0.915,0.0923,0.0899,171.075,77413.0,"Thomas Newman - The Night Window (From the ""1917"" Soundtrack)",13929132.0
1973,James Blunt,spotify:track:1BV0m40U0M4t1SLIsDnwZl,0.72,0.668,9.0,-7.928,0.0269,0.0652,0.00664,0.0789,0.768,123.007,280027.0,James Blunt - 1973 (Official Music Video),162114490.0
1979 - Remastered 2012,The Smashing Pumpkins,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3.0,-9.897,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200.0,The Smashing Pumpkins - 1979 (Official Music Video),442492780.0
1982,Randy Travis,spotify:track:31lfvDUMzQ3siXemj9G5xV,0.614,0.53,9.0,-8.129,0.0254,0.0986,1.9e-06,0.09,0.58,108.051,179307.0,Randy Travis - 1982,10224638.0
1985,The Alchemist-Freddie Gibbs-Bo Burnham,spotify:track:1p1b9LdLJ0REuFJX9mYtFX,0.528,0.595,0.0,-10.35,0.281,0.337,0.0,0.389,0.36,130.396,152547.0,Freddie Gibbs & The Alchemist - 1985 (Official Video),27346234.0
1999,Sleepy Hallow,spotify:track:5SnQILxl7lE7J8bRgM3NSb,0.802,0.502,11.0,-7.136,0.059,0.856,0.0,0.256,0.675,123.097,208293.0,Sleepy Hallow - 1999 (Lyric Video),62286162.0
1999 - 2019 Remaster,Prince,spotify:track:2QSUyofqpGDCo026OPiTBQ,0.864,0.826,10.0,-5.496,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,373747.0,Prince - 1999 (Official Music Video),
1AM FREESTYLE,Joji,spotify:track:0FqBNLXlTNimxmVRdDMj6b,0.615,0.541,0.0,-6.307,0.0263,0.748,0.00268,0.12,0.124,126.049,113067.0,Joji - 1AM FREESTYLE,26191093.0
1st of Tha Month,Bone Thugs-N-Harmony,spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr,0.729,0.581,5.0,-8.235,0.18,0.0777,3.81e-06,0.696,0.508,74.038,314680.0,Bone Thugs N Harmony - 1st of tha Month,93146151.0
2 A.M.,King Von,spotify:track:3PjSkZGM7rpNPymaesfZte,0.942,0.69,8.0,-6.833,0.316,0.0655,0.0,0.0633,0.44,129.866,120333.0,King Von - 2 A.M. (Official Music Video),34137407.0
2 AM,Arizona Zervas,spotify:track:1Agl3YCXpBcPspuXobCB2d,0.673,0.487,1.0,-7.011,0.239,0.279,0.0,0.144,0.192,160.216,133989.0,2 AM - Arizona Zervas (Official Audio),5088130.0
"2 Arabesques, L. 66: I. Andantino con moto",Claude Debussy,spotify:track:1vZAzqeYO2sAeTSGc24m2k,0.373,0.00783,6.0,-35.324,0.0369,0.995,0.894,0.0512,0.0815,65.097,252600.0,"Debussy: 2 Arabesques, L. 66 - I. Andantino con moto in E Major",6385495.0
"2 Arabesques, L. 66: No. 1 in E Major",Claude Debussy,spotify:track:53zrZribB4xc2uRzZXWKCT,0.252,0.00676,4.0,-31.909,0.0358,0.991,0.955,0.062,0.0897,109.115,273413.0,Debussy: Arabesque No. 1 in E major (Alain Lefèvre),17989562.0
2 Baddies,NCT 127,spotify:track:1WKLxJpDqkQ9x1qEDNutoX,0.596,0.921,2.0,-2.372,0.258,0.153,0.0,0.0922,0.529,171.96,230293.0,NCT 127 엔시티 127 '질주 (2 Baddies)' MV,24536831.0
2 Be Loved (Am I Ready),Lizzo,spotify:track:13Irp51zj01BZu2XtDrnAg,0.721,0.769,7.0,-4.111,0.105,0.0922,0.0,0.0817,0.915,155.932,187108.0,Lizzo - 2 Be Loved (Am I Ready) [Official Video],142436349.0
2 Be Loved (Am I Ready) [PNAU Remix],PNAU,spotify:track:3rJvr6YpIZTsx32nSDJ26Q,0.786,0.951,4.0,-3.819,0.133,0.0475,6.04e-06,0.0655,0.675,133.002,237236.0,Lizzo - 2 Be Loved (Am I Ready) [PNAU Remix] [Official Audio],5633368.0
2 Become 1,Spice Girls,spotify:track:36AWdhZIGLUTkWpJDhe7va,0.646,0.665,6.0,-7.878,0.0268,0.326,1.97e-05,0.238,0.7,143.966,241027.0,Spice Girls - 2 Become 1 (Official Music Video),117853726.0
2 Die 4,Tove Lo,spotify:track:71BJVUm9wse1WBFEGHIFsI,0.816,0.8,10.0,-5.705,0.0738,0.028,7.38e-05,0.129,0.533,118.01,185875.0,Tove Lo - 2 Die 4 (Official Music Video),38366365.0
2 Die 4 (Jax Jones Midnight Snacks Remix),Jax Jones,spotify:track:49DiBZ3GwhSChqKE6XOkzx,0.702,0.658,10.0,-7.299,0.0655,0.00463,0.0842,0.0611,0.502,125.014,155989.0,Tove Lo - 2 Die 4 - Jax Jones Midnight Snacks Remix (Official Music Video),5062764.0
2 LIVE,Offset,spotify:track:1pbSwjVmaoVgHIU2bQeuxI,0.792,0.824,6.0,-2.799,0.259,0.0223,0.0,0.103,0.738,168.087,149613.0,Hit-Boy and Offset - 2 LIVE (OFFICIAL MUSIC VIDEO),1427963.0
2 Million Up (feat. Rob49),Jeezy,spotify:track:5iY0Mx5x4XMUL8PKIFns4n,0.664,0.393,6.0,-9.676,0.0864,0.00621,0.796,0.0877,0.267,191.669,165732.0,"Peezy, Jeezy, Real Boston Richey - 2 Million Up (Official Video) ft. Rob49",1908889.0
2 Mins of Pain (feat. Alborosie),Sleepy Hallow,spotify:track:2NVXBBbO4xGO851zrMfCFi,0.886,0.434,11.0,-12.106,0.403,0.101,1.22e-06,0.297,0.785,147.995,136696.0,Sleepy Hallow - 2 Mins Of Pain (feat. Alborosie) (Official Video),17820817.0
2 Minutes & 21 Seconds Of Funk,Coolio,spotify:track:7lm57RyuKBqcRtDikkkSBQ,0.83,0.529,5.0,-5.634,0.189,0.102,0.00219,0.216,0.382,95.812,144440.0,Coolio - 2 Minutes & 21 Seconds of Funk,857338.0
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,spotify:track:4sAjWbPq6iSI6I0Ovr9CkY,0.446,0.97,9.0,-5.004,0.0508,0.00754,0.000275,0.199,0.595,94.233,363587.0,Iron Maiden - 2 Minutes To Midnight (Official Video),113216116.0
2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),2Pac,spotify:track:6LwrEZNkvFTOypNwSLjuaJ,0.849,0.904,8.0,-4.78,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,246533.0,2 Of Amerikaz Most Wanted (Feat. Snoop Dogg) - Official Music Video,178709066.0
2 On (feat. ScHoolboy Q),Tinashe,spotify:track:3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9.0,-7.51,0.107,0.15,0.0,0.111,0.431,101.013,227000.0,Tinashe - 2 On (Explicit) ft. SchoolBoy Q,294653946.0
2 Phones,Kevin Gates,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0.895,0.681,7.0,-5.267,0.358,0.157,0.0,0.189,0.554,121.918,240000.0,Kevin Gates - 2 Phones [Official Music Video],342603578.0
2 Sugar (feat. Ayra Starr),Wizkid,spotify:track:1DA2ADZs6O28y2rmdmpekw,0.914,0.643,6.0,-3.862,0.134,0.0498,0.0,0.0618,0.764,105.033,187907.0,Wizkid - 2 Sugar (feat. Ayra Starr) (Official Video),16866087.0
2 Things,Don Diablo,spotify:track:23YAweZPLgWqOTJdpvSv1O,0.718,0.813,9.0,-3.963,0.0506,0.0854,0.00146,0.149,0.234,128.013,191250.0,Don Diablo - 2 Things | Official Music Video,2339746.0
2 soon,keshi,spotify:track:5SlU0Yhi51jobhEiGE4xDv,0.517,0.663,6.0,-6.688,0.0375,0.146,0.0,0.322,0.146,174.032,206512.0,keshi - 2 soon // Lyrics,122003345.0
2 time zones (feat. Night Lovell),Night Lovell-bbno$,spotify:track:5d2fEfIzQz67c3YQ2trVnE,0.924,0.584,5.0,-6.504,0.0981,0.0528,0.0,0.0642,0.723,92.036,161613.0,bbno$ - 2 time zones (feat. night lovell) [official video],16113403.0
20 Min,Lil Uzi Vert,spotify:track:0uxSUdBrJy9Un0EYoBowng,0.773,0.75,8.0,-4.009,0.117,0.109,0.0,0.174,0.783,123.426,220587.0,Lil Uzi Vert - 20 Min,706013379.0
20 Rosas,Los Ángeles Azules,spotify:track:5zOWyxUVE0i9Ziwm6cE7aF,0.657,0.376,7.0,-8.117,0.0323,0.301,6.8e-06,0.0563,0.792,86.372,194560.0,angeles azules - 20 rosas,38212866.0
20 de Enero,La Oreja de Van Gogh,spotify:track:4ENboFmkjT9oitu3Guggna,0.593,0.888,0.0,-4.259,0.0339,0.41,0.000498,0.162,0.626,145.049,222853.0,La Oreja de Van Gogh - 20 de Enero (Official Video),39960486.0
200 COPAS,KAROL G,spotify:track:0aZnyTWJNgdzYoOiaW8HKG,0.515,0.704,9.0,-5.25,0.206,0.767,0.0,0.415,0.885,91.246,217213.0,KAROL G - 200 Copas (Official Video),218681386.0
200 km/h,Apache 207,spotify:track:2PGA1AsJal6cyMNmKyE56q,0.899,0.67,11.0,-6.455,0.163,0.269,1.38e-05,0.105,0.413,148.065,163147.0,Apache 207 - 200 km/h prod. by Stickle (Official Video),166385956.0
2000 Miles - 2007 Remaster,Pretenders,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,0.22,0.708,7.0,-9.051,0.035,0.00292,0.0267,0.102,0.453,66.214,220427.0,Pretenders - 2000 Miles (Official Music Video),95912116.0
2000 Rounds,Pouya,spotify:track:5zjdL4aLh3D3wOKeRkZSL6,0.577,0.692,11.0,-5.96,0.64,0.372,0.0596,0.0989,0.0658,144.702,122483.0,Pouya X Ghostemane - 2000 Rounds [Prod. by: FLEXATELLI],21221485.0
2002,Sido-Anne-Marie-Apache 207,spotify:track:2u8AXJyk8pICzj2wyPBL0b,0.657,0.691,8.0,-7.907,0.236,0.213,0.0,0.099,0.493,160.106,237157.0,2002,137429216.0
2005,Fonseca-Cali Y El Dandee,spotify:track:6hY6LMOTZOWUOZMk4wPW92,0.794,0.693,7.0,-4.279,0.202,0.0919,0.0,0.143,0.768,88.917,208860.0,"Fonseca, Greeicy, Cali Y El Dandee - 2005 (Official Video)",45951908.0
2012 (It Ain't The End),Jay Sean,spotify:track:1ERCOXHQcoLSTlgmNTlcrR,0.717,0.792,0.0,-2.703,0.0393,0.199,0.0,0.423,0.513,126.975,222200.0,Jay Sean ft. Nicki Minaj - 2012 (It Ain't The End) [Official Video],32541858.0
2021,Dina Rae,spotify:track:3pb62JOzHaf9PBXYUC2zHn,0.856,0.241,1.0,-9.844,0.0852,0.254,0.00044,0.0939,0.0749,120.018,171572.0,Dina Rae - Let Go - Official Music Video,
2021 - G-Spot HHS Remix,Dina Rae,spotify:track:5vxlWjEYFZc8kdGbkiZprt,0.787,0.596,1.0,-11.938,0.0515,0.0181,0.0506,0.0743,0.508,121.951,406305.0,2021 (G-Spot HHS Remix),
2055,Sleepy Hallow,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,0.829,0.512,6.0,-5.865,0.187,0.492,0.0,0.12,0.638,80.511,123987.0,Sleepy Hallow - 2055 (Official Video),531964152.0
21,Polo G,spotify:track:3JKgcAa7r07ocVWcV8bS0H,0.783,0.479,7.0,-10.646,0.541,0.149,0.0,0.101,0.533,176.027,163798.0,Polo G - 21 (Directed by Cole Bennett),397829400.0
21 Guns,Green Day,spotify:track:64yrDBpcdwEdNY9loyEGbX,0.268,0.742,5.0,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779,321093.0,Green Day - 21 Guns [Official Music Video],470768474.0
"21 Hungarian Dances, WoO 1 (version for orchestra): Hungarian Dance No. 5 (orch. Schmeling)",Johannes Brahms,spotify:track:2SvULYdmPes23yZQYeLkXV,0.32,0.127,7.0,-15.953,0.0366,0.929,0.813,0.25,0.272,144.451,135773.0,Johannes Brahms -- Hungarian Dance No.5 - Hungarian Symphony Orchestra Budapest,9942072.0
"21 Hungarian Dances, WoO 1: Hungarian Dance No. 1 in G Minor. Allegro molto (Orch. Brahms)",Claudio Abbado,spotify:track:5zWCfVmj9JHlVLNnBpIKt0,0.262,0.244,7.0,-18.66,0.044,0.936,0.929,0.347,0.474,141.627,175267.0,"Simon Rattle, Berliner Philharmoniker – Brahms: Hungarian Dance No. 1 in G Minor, WoO 1",4028586.0
"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in F-Sharp Minor",Johannes Brahms,spotify:track:6yhioaNcLd5qwei5S0HQsu,0.227,0.0666,7.0,-21.772,0.0403,0.831,0.392,0.083,0.256,82.568,173853.0,Johannes Brahms - Hungarian Dance No. 5,3344477.0
"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",Wiener Philharmoniker-Johannes Brahms-Claudio Abbado,spotify:track:2oLjhx7w8Hyd3gry9cCXr7,0.358,0.167,7.0,-16.0,0.0354,0.899,0.96,0.103,0.601,144.561,138707.0,Johannes Brahms -- Hungarian Dance No.5 - Hungarian Symphony Orchestra Budapest,39575743.0
21 Questions,50 Cent,spotify:track:41bIQPBE1lFN0mmw6Lmssz,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,446003044.0
21 Reasons (feat. Ella Henderson),Ella Henderson,spotify:track:1RF02Cf80mTaeNXG2P2boR,0.621,0.785,6.0,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,155253.0,Nathan Dawe x Ella Henderson - 21 Reasons [Official Video],146174913.0
212,Mainstreet,spotify:track:3QGxgNaqaFSpORp2OVLXHR,0.789,0.519,2.0,-4.84,0.0697,0.659,0.0,0.085,0.857,154.037,150610.0,Chefin - 212 (prod. EREN),133093955.0
223's (feat. 9lokknine),YNW Melly,spotify:track:29ZXwWOOLz9t5fa3eT3i7T,0.932,0.547,0.0,-7.787,0.333,0.0388,0.0,0.0924,0.695,94.998,176640.0,YNW Melly - 223s ft. 9lokknine [Official Video],404274749.0
225 - Tanz mit der Giftschlange - Teil 01,TKKG,spotify:track:6TcYIjfdtWDsbFQCwBqFk3,0.656,0.58,1.0,-10.314,0.926,0.738,0.0,0.696,0.557,80.717,185053.0,"10 Schlangen, die sich mit dem falschen Gegner angelegt haben",346422.0
225 - Tanz mit der Giftschlange - Teil 02,TKKG,spotify:track:4bqLtRRFEsXd7dCTo4EL5t,0.706,0.503,10.0,-11.927,0.923,0.678,0.0,0.805,0.574,131.225,180147.0,Giftschlange am Strand poison snake on beach,299613.0
225 - Tanz mit der Giftschlange - Teil 03,TKKG,spotify:track:0mrt72sbSSSce5Ngx5p3ix,0.706,0.485,9.0,-13.991,0.933,0.567,0.0,0.187,0.456,110.217,181253.0,Ein Fall für TKKG   Im Schattenreich des Dr  Mubase HQ Folge 24 Komplett,316067.0
225 - Tanz mit der Giftschlange - Teil 04,TKKG,spotify:track:1TYFswruNJhc9SEefHh9Ov,0.468,0.545,1.0,-14.122,0.906,0.256,2.75e-05,0.141,0.472,84.53,180093.0,"Schlangen, Giftschlangenhaltung privat",309554.0
225 - Tanz mit der Giftschlange - Teil 05,TKKG,spotify:track:6buh0bqQ4Xkr5i23tupAEf,0.596,0.536,5.0,-12.671,0.907,0.529,0.0,0.308,0.516,79.689,180067.0,"Schlangen, Giftschlangenhaltung privat",317529.0
225 - Tanz mit der Giftschlange - Teil 06,TKKG,spotify:track:5UDBNptt5GtRVqNVNPwOaC,0.648,0.463,8.0,-14.85,0.873,0.379,0.0,0.0845,0.594,103.285,181253.0,Ein Fall für TKKG   Im Schattenreich des Dr  Mubase HQ Folge 24 Komplett,306222.0
225 - Tanz mit der Giftschlange - Teil 07,TKKG,spotify:track:6AgsPU0FhtmfvhdLqdXRsE,0.667,0.485,11.0,-13.175,0.896,0.503,0.0,0.383,0.484,113.419,186280.0,Ein Fall für TKKG   Im Schattenreich des Dr  Mubase HQ Folge 24 Komplett,307403.0
225 - Tanz mit der Giftschlange - Teil 08,TKKG,spotify:track:5kGoVraG3S2PWPN8DKVRru,0.606,0.471,0.0,-12.113,0.938,0.693,0.0,0.263,0.558,85.701,182413.0,Ein Fall für TKKG   Im Schattenreich des Dr  Mubase HQ Folge 24 Komplett,310655.0
225 - Tanz mit der Giftschlange - Teil 09,TKKG,spotify:track:1H4Z66kyFrMcUtDR3JtJ9w,0.662,0.459,1.0,-11.068,0.944,0.619,0.0,0.358,0.515,151.206,181253.0,Ein Fall für TKKG   Im Schattenreich des Dr  Mubase HQ Folge 24 Komplett,317453.0
225 - Tanz mit der Giftschlange - Teil 10,TKKG,spotify:track:7lDiyOp185Uaa7iMAGV90D,0.617,0.387,0.0,-12.917,0.947,0.475,0.0,0.154,0.596,174.788,181547.0,Ein Fall für TKKG   Im Schattenreich des Dr  Mubase HQ Folge 24 Komplett,339007.0
23,Cosculluela-NLE Choppa-Sam Hunt,spotify:track:4sWkZXLxb0lPCXNBzw5rsr,0.384,0.779,9.0,-5.081,0.335,0.553,0.000317,0.489,0.526,168.513,265750.0,"Cosculluela, Anuel AA - 23",49666065.0
23 & 1,Juelz Santana,spotify:track:2Qi9s58kgfEinCNnTtGez0,0.764,0.661,11.0,-7.272,0.219,0.227,0.0,0.323,0.461,97.964,249847.0,Juelz Santana - 23 & 1 (AUDIO),2090984.0
23 (With Ape Drums),Randy,spotify:track:4vv8wcnT04GHHbUCFBAiHF,0.828,0.724,6.0,-3.555,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504.0,Randy x Ape Drums - 23 (Video Oficial),125578110.0
24,Sagopa Kajmer-Money Man,spotify:track:1VNHyFYkNXY1mhOqrpEvYT,0.763,0.385,8.0,-10.597,0.258,0.309,4.83e-06,0.224,0.521,79.985,292587.0,Sagopa Kajmer - 24,15562871.0
24 (feat. Lil Baby),Money Man,spotify:track:0xUvi7wldroBzaZCengPa5,0.868,0.638,2.0,-7.746,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857.0,Money Man - 24 (Official Video) (feat. Lil Baby),306160912.0
"24 Hrs. to Live (feat. The Lox, Black Rob & DMX)",Mase,spotify:track:02dwHTP8NS3rOaOWhg8j7V,0.66,0.869,5.0,-5.917,0.265,0.0985,0.0,0.187,0.652,95.625,256040.0,"Mase, Black Rob, Lox, DMX - 24 Hours To Live (Dirty Music Video)",5408119.0
24's,T.I.,spotify:track:3ssz1vdHcaHn6fVtzjP1YD,0.679,0.768,6.0,-3.985,0.136,0.227,0.0,0.355,0.735,162.02,261507.0,T.I. - 24's [Official Video],9586082.0
24/7,Sofía Reyes,spotify:track:6nQ3fhwmCWMoEa7m9Vn9du,0.713,0.601,1.0,-6.986,0.302,0.118,0.0,0.0931,0.72,172.045,190829.0,Sofia Reyes - 24/7 (feat. The Change),10097187.0
24K Magic,Bruno Mars,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1.0,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,225983.0,Bruno Mars - 24K Magic (Official Music Video),1188857393.0
25,Ati242,spotify:track:4HuB9A0O1XwmwTVtTgODm8,0.735,0.743,11.0,-8.21,0.153,0.318,0.0,0.131,0.414,120.031,210044.0,Ati242 - 25 (Official Audio),28983189.0
25 or 6 to 4 - 2002 Remaster,Chicago,spotify:track:7GqIDx2QVGOpd4r1fZaUUW,0.604,0.905,4.0,-7.059,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800.0,Chicago - 25 or 6 to 4 [1986 Version] (Official Music Video),93536322.0
295,Sidhu Moose Wala,spotify:track:5W7DOVGQLTigu09afW7QMT,0.557,0.794,11.0,-5.698,0.2,0.179,0.0,0.106,0.432,91.366,270000.0,295 (Official Audio) | Sidhu Moose Wala | The Kidd | Moosetape,124543040.0
2CB,Luciano-RAF Camora,spotify:track:1ftln1emQR93Oyw0pJqN2i,0.82,0.725,10.0,-6.449,0.208,0.456,0.457,0.114,0.364,125.049,172288.0,RAF Camora feat. Luciano – 2CB,71081712.0
3 A.M.,Gente De Zona-Jesse & Joy-King Von,spotify:track:0yyZN5ASdrYu0XYWFzfxUu,0.702,0.84,0.0,-3.547,0.0879,0.0112,0.0,0.119,0.624,101.99,183573.0,"JESSE & JOY, Gente de Zona - 3 A.M. (Video Oficial)",303936352.0
3 Am,Brytiago-Eladio Carrion,spotify:track:1F205Nl2feOSYSztLNOJAL,0.852,0.613,9.0,-5.261,0.108,0.413,0.000201,0.123,0.576,89.951,208237.0,"Eladio Carrión, Brytiago - 3 AM (Video Oficial)",126957216.0
3 Batidas - Ao Vivo,Guilherme & Benuto,spotify:track:1uryupl9hqVZYurJwH4G9k,0.552,0.709,8.0,-5.435,0.129,0.611,0.0,0.763,0.527,117.581,157186.0,,148043322.0
3 Estrellas en el Conjunto,Duki,spotify:track:0aOt8nmb5ddTNGE0t7XfvE,0.683,0.683,11.0,-4.509,0.0861,0.398,3.83e-06,0.096,0.621,123.906,276774.0,BIZARRAP ft DUKI - 3 ESTRELLAS EN EL CONJUNTO (VIDEO OFICIAL) [la T y la M],6403058.0
3 Gymnopédies: No. 1 Lent et douloureux,Erik Satie,spotify:track:7kTVe6XhIveidvkt8nb7jK,0.59,0.00399,7.0,-36.497,0.242,0.996,0.946,0.0683,0.182,74.381,219760.0,Erik Satie - Gymnopédie No.1,12716957.0
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,spotify:track:6Tguhaf2uAe6OjRLsR2Tql,0.846,0.48,8.0,-8.618,0.359,0.269,0.0,0.0989,0.419,143.029,169532.0,Lil Durk - 3 Headed Goat ft. Lil Baby & Polo G (Directed by Cole Bennett),261188543.0
3 Monde,Sido,spotify:track:21DO45JIwZIAsgxDtst1zC,0.755,0.56,0.0,-4.675,0.0714,0.485,4.16e-05,0.333,0.782,119.982,140253.0,SIDO - 3 Monde (Official Audio),3589277.0
3 Nights,Dominic Fike,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,0.815,0.518,7.0,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,177667.0,Dominic Fike - 3 Nights (Official Video),800582477.0
3 X 4 - Ao Vivo,Engenheiros Do Hawaii,spotify:track:5shQSAr34JZE03N4YtlMIX,0.656,0.599,1.0,-9.04,0.0267,0.0969,1.09e-05,0.974,0.572,120.061,189293.0,Engenheiros do Hawaii - 3x4 (Acustico MTV),26003843.0
"3, 2, 1",24kGoldn,spotify:track:2hx8cZug1bgRMXgW5RCTUV,0.694,0.708,0.0,-2.066,0.137,0.246,0.0,0.152,0.69,164.958,131587.0,"24kGoldn - 3, 2, 1 (Official Video)",86089077.0
30 Blindadas,Los Dareyes De La Sierra,spotify:track:1DSEdQdvhbBfXmDkQNZbzf,0.778,0.567,2.0,-5.243,0.0372,0.0852,0.0,0.0911,0.53,95.036,126293.0,"Raul Vega, Los Dareyes De La Sierra - 30 Blindadas",3182413.0
30/30-150,Stone Sour,spotify:track:70tDfuK1tlZQfyi0m8BZo0,0.512,0.919,4.0,-4.581,0.0894,4.03e-05,0.000629,0.0899,0.602,163.035,258067.0,Stone Sour - 30/30-150 [OFFICIAL VIDEO],25966591.0
3005,Childish Gambino,spotify:track:5cc9Zbfp9u10sfJeKZ3h16,0.664,0.447,6.0,-7.272,0.289,0.112,0.0,0.091,0.659,83.138,234215.0,Childish Gambino - 3005,642553236.0
"327 (feat. Tyler, The Creator & Billie Essco)",Westside Gunn-Joey Bada$$,spotify:track:5sxRbu2Oi9lgmLO8taA3Rf,0.42,0.701,1.0,-7.582,0.339,0.832,0.0,0.103,0.671,79.716,349040.0,"327 (feat. Tyler, The Creator & Billie Essco)",50741191.0
"34 Amor y Mafia REMIX (feat. El Jincho, Camin, Harry Nach & Pedro Calderon)",Pablo Chill-E,spotify:track:2xHt5akicWyD4FCPv3ExVP,0.862,0.83,6.0,-2.83,0.0537,0.14,0.0,0.0901,0.835,94.033,368983.0,"34 AMOR Y MAFIA REMIX FT ECKO, PABLO CHILL-E, EL JINCHO & HARRY NACH [ VIDEOCLIP OFICIAL ] LGL 2.0",21170805.0
34+35,Ariana Grande,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0.0,-6.476,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,Ariana Grande - 34+35 (official video),800804844.0
